short_A0A0F4R5A8_9GAMM	shor
short_A0A2S2DTT2_9BACT	shor
short_A0A2G5L1V9_9BACT	shor
short_A0A1M5UNU7_9BACT	shor
short_A0A1H4BCF4_9BACT	shor
short_A0A3S1B3E0_9BACT	shor
short_K5ZEC6_9PROT	shor
short_A0A432M5V8_9GAMM	shor
short_A0A368NJD7_9GAMM	shor
short_A0A160MZZ7_9GAMM	shor
short_A0A1H6QN06_9GAMM	shor
short_A0A2N7QQ64_9GAMM	shor
short_A0A1V3PNI0_9GAMM	shor
short_A0A1I1MVN6_9BACT	shor
short_C6VU23_DYAFD	shor
short_A0A0M9E6Y0_9DELT	shor
short_A0A2T6BHS2_9RHOB	shor
short_S9QHF0_9RHOB	shor
short_K4KVZ2_SIMAS	shor
short_A0A2S1JMK9_9GAMM	shor
short_M5DNU9_9GAMM	shor
short_A0A081N1C6_9GAMM	shor
short_A0A1X7AR66_9GAMM	shor
short_A0A1Q2M197_9GAMM	shor
short_A0A176I7R1_9GAMM	shor
short_A0A176I542_9GAMM	shor
short_A0A291QWQ6_9BACT	shor
short_G4T2X6_META2	shor
short_A0A2N5IEV0_9RHOB	shor
short_A0A2G8E2K8_9GAMM	shor
short_Q7N4N2_PHOLL	shor
short_B6VKX9_PHOAA	shor
short_T0P9Y8_PHOTE	shor
short_A0A0H5LZ98_YERIN	shor
short_A0A1T4JKJ1_ENTAG	shor
short_H2J1Z1_RAHAC	shor
short_A0A085JHQ7_9GAMM	shor
short_I0KGG1_9BACT	shor
short_A0A1Y1R5S6_9GAMM	shor
short_A0A3L8Q2T3_9GAMM	shor
short_A0A1C3EDM6_9GAMM	shor
short_A0A0N0Z9Z3_9GAMM	shor
short_A0A3R9ED16_9VIBR	shor
short_U3BGA4_VIBPR	shor
short_A0A178KLE5_9GAMM	shor
short_L8JII0_9GAMM	shor
short_A0A2N8ZJV7_9VIBR	shor
short_A0A1E5D3J4_9VIBR	shor
short_B7VRM5_VIBTL	shor
short_A0A2T3N0B2_9GAMM	shor
short_A0A1Q9GEK9_9GAMM	shor
short_A0A090IFP1_9GAMM	shor
short_A0A2C6CSN3_9BACT	shor
short_F3PYJ2_9BACE	shor
short_A0A1G5DKE7_9DELT	shor
short_A0A108TBC3_9BACE	shor
short_A0A0F5IZI2_9BACT	shor
short_A0A3R6KY85_9BACT	shor
short_A0A1I0RZ53_9BACT	shor
short_B3PHT4_CELJU	shor
short_A0A1U9NBW1_9GAMM	shor
short_A0A3S0PR52_9GAMM	shor
short_A0A2T4ZVD8_9PROT	shor
short_A0A1H9K959_9PROT	shor
short_A0A2S9H0G2_9BURK	shor
short_A0A1Y4AP88_9BACE	shor
short_A0A264Y710_9BACT	shor
short_A0A1H6LJJ6_9BACT	shor
short_C7PCP1_CHIPD	shor
short_A0A1W2H9U5_9BACT	shor
short_A0A162ZF44_9FLAO	shor
short_A0A1D8P811_9FLAO	shor
short_A0A1T4PM26_9BACT	shor
short_A0A1U9JHY7_9NEIS	shor
short_A0A1I0RSB2_9BACT	shor
short_Q12JU6_SHEDO	shor
short_A1AKY2_PELPD	shor
short_J2LC31_9BURK	shor
short_A0A239SIX4_9BURK	shor
short_A0A1H8J9B5_9BURK	shor
short_A0A2G8T4C0_9BURK	shor
short_A0A2R4CCA5_9BURK	shor
short_A0A0S4JY43_9BURK	shor
short_A0A1W1XFT3_9NEIS	shor
short_A0A0L1JMT5_9RHOB	shor
short_A0A257CBF0_9BURK	shor
short_A0A1I1MVW4_9BURK	shor
short_A0A1K2HS14_9BURK	shor
short_A0A1I6LJY9_9BURK	shor
short_A0A1A9HQS7_9BURK	shor
short_E0SFB6_DICD3	shor
short_A0A0U3EXW5_9BURK	shor
short_A8LSA2_DINSH	shor
short_A0A0S2TFC3_9GAMM	shor
short_I1DZK4_9GAMM	shor
short_A0A142LJX3_9PROT	shor
short_A0A0Q6W393_9BURK	shor
short_A0A2M9BS75_9BACT	shor
short_A0A0Q6MN15_9BURK	shor
short_A0A285CU77_9RHOB	shor
short_A0A2N7WEF7_9BURK	shor
short_A0A2K9LNU6_9GAMM	shor
short_S6GTA1_9GAMM	shor
short_A0A3N2DJU4_9GAMM	shor
short_A0A178IMR8_9BACT	shor
short_A0A2U8E540_9BACT	shor
short_F2K2K7_MARM1	shor
short_A0A143BP38_9BACT	shor
short_C1AEJ6_GEMAT	shor
short_B7VNC2_VIBTL	shor
short_E3BNQ7_9VIBR	shor
short_A0A427TTY4_9VIBR	shor
short_A0A2N8ZJQ4_9VIBR	shor
short_A0A399T683_9BACT	shor
short_E5Y1J2_BILWA	shor
short_Q09DG8_STIAD	shor
short_K5ZJY3_9PROT	shor
short_I4VWY4_9GAMM	shor
short_A0A2T2Y9Z7_9BACT	shor
short_A0A369QCQ6_9BACT	shor
short_J2TCB7_9FLAO	shor
short_L8JVC8_9BACT	shor
short_A0A1M7AAC3_9BACT	shor
short_A0A2U0ZJP7_9BACT	shor
short_A0A1V9GC54_9BACT	shor
short_A0A1Q5ZXL6_9SPHI	shor
short_Q7MRN8_WOLSU	shor
short_A6LHI9_PARD8	shor
short_R5P0N6_9BACT	shor
short_A0A173MEI8_9BACT	shor
short_A0A2G0CB84_9BACT	shor
short_A0A1X7BM23_9RHOB	shor
short_Q160D3_ROSDO	shor
short_A0A2T6KMD6_9RHOB	shor
short_A0A1I6GBU0_9RHOB	shor
short_F6D0Y4_MARPP	shor
short_F0LYL1_VIBFN	shor
short_A0A090T4S1_9VIBR	shor
short_A0A090RL03_9VIBR	shor
short_A0A090SP88_9VIBR	shor
short_A0A0E4A092_9BACT	shor
short_A0A2T0TEN7_9BACT	shor
short_A0A238W4K0_9FLAO	shor
short_A0A372NWK1_9SPHI	shor
short_A0A0Q8XKN4_9SPHN	shor
short_A0A226HNN9_9FLAO	shor
short_A0A239HJ66_9PROT	shor
short_A0A255Z416_9PROT	shor
short_A0A1H4IU97_9FLAO	shor
short_A0A345HCR9_9FLAO	shor
short_A0A345GY71_9FLAO	shor
short_A0A2T6C700_9FLAO	shor
short_A0A1Y6IWD6_9VIBR	shor
short_A0A1S1MUA4_9GAMM	shor
short_A0A1U6II01_9ENTR	shor
short_A0A150X718_9BACT	shor
short_A0A0P0NFY0_9SPHI	shor
short_A0A0N8W5V8_9SPHI	shor
short_A0A1V3RPT7_9FLAO	shor
short_A0A2V4BTL9_9FLAO	shor
short_L7W851_NONDD	shor
short_A0A239AS66_9FLAO	shor
short_A0A1H5KK08_9FLAO	shor
short_A0A1I1BSM5_9BACT	shor
short_A0A098LJS1_9BACT	shor
short_W4M1E0_9BACT	shor
short_A0A251W828_9CYAN	shor
short_A0A3N4MFQ9_9BACT	shor
short_A0A223NVP8_9SPHI	shor
short_A3ZN25_9PLAN	shor
short_A0A418NN38_9SPHN	shor
short_A0A1B2AB36_9SPHN	shor
short_A0A371WHJ4_9RHIZ	shor
short_A0A2S9QJR2_9RHIZ	shor
short_A0A1I3ZMS5_9PROT	shor
short_A0A0N1BH06_9PROT	shor
short_A0A2W7IT24_9PROT	shor
short_A0A418WE51_9PROT	shor
short_A0A317E5C8_9PROT	shor
short_A0A165UMP8_9RHOB	shor
short_A0A250KNL3_9GAMM	shor
short_Q028F4_SOLUE	shor
short_A0A437MES4_9PROT	shor
short_A0A2C9DBT3_9RHIZ	shor
short_B8EII4_METSB	shor
short_A0A0F7PLP4_9RHIZ	shor
short_A0A1N6SY60_ACIRU	shor
short_A0A1N7BPU1_ACIRU	shor
short_H8GN54_METAL	shor
short_A0A1V3PTD7_9GAMM	shor
short_L0DCW8_SINAD	shor
short_A0A0K1EKE4_CHOCO	shor
long_notm_Chondromycescrocatus_A0A0K1EKE4_CHOCO	long
short_F9ZYK9_METMM	shor
short_A0A1S1Y7A9_9GAMM	shor
short_A0A126T5E7_9GAMM	shor
short_A0A172UDH4_9GAMM	shor
short_A0A3E0EPM5_9FLAO	shor
short_A0A2V4BK16_9FLAO	shor
short_A0A0S2GD13_9GAMM	shor
short_A0A399SX15_9BACT	shor
short_A0A1I2JFK5_9BACT	shor
short_A0A1N6HBE7_9BACT	shor
short_A0A1G6YSW1_9FLAO	shor
short_G8T6M3_NIAKG	shor
short_A0A0L8VE90_9BACT	shor
short_A0A1H8M5C7_9SPHI	shor
short_A0A345H4P0_9FLAO	shor
short_A0A2T6C481_9FLAO	shor
short_A0A2G1VU40_9FLAO	shor
short_A0A3L9YLH9_9FLAO	shor
short_A0A1H4QPE7_9FLAO	shor
short_A0A1H5GFH6_9FLAO	shor
short_A0A2N1F5W2_9FLAO	shor
short_A0A2K8VH86_9FLAO	shor
short_A0A1G9NAG8_9FLAO	shor
short_A0A1W2GZK9_9BACT	shor
short_A0A238WR25_9FLAO	shor
short_A0A023BPG9_9FLAO	shor
short_A0A167HP19_9FLAO	shor
short_A3HTB6_9BACT	shor
short_L0G2N9_ECHVK	shor
short_A0A1M5EAU3_9FLAO	shor
short_A0A399D1L4_9BACT	shor
short_R7ZVP7_9BACT	shor
short_A0A1M6CPA3_9BACT	shor
short_G0J5J9_CYCMS	shor
short_A0A1M7L217_9BACT	shor
short_A0A3N0EVD5_9FLAO	shor
short_A0A1M6IW61_9FLAO	shor
short_A0A1G7HIL9_9FLAO	shor
short_C3X870_OXAFO	shor
short_A0A2T5R3T0_9DELT	shor
short_A0A0Q6XXK7_9BURK	shor
short_A0A370DKS5_9GAMM	shor
short_A0A3F2V8Z4_9GAMM	shor
short_A3XPC9_LEEBM	shor
short_M7X5P5_9BACT	shor
short_A0A239C8U9_9FLAO	shor
short_A0A2M9C9K4_9FLAO	shor
short_A0A1G8IWT5_9FLAO	shor
short_A0A2K9LPV8_9GAMM	shor
short_A9FDZ2_SORC5	shor
short_A0A0K1EP44_CHOCO	shor
short_A0A0K1ERL5_CHOCO	shor
short_A0A2L0EID4_SORCE	shor
short_A0A1L6LY26_9DELT	shor
short_S9Q2F7_9DELT	shor
short_A0A0G2ZF66_9DELT	shor
short_A0A1I1UV95_9DELT	shor
short_H6L5D2_SAPGL	shor
short_A0A1I5N5F3_9BACT	shor
short_A0A221SYL6_9DEIO	shor
short_C1D112_DEIDV	shor
short_A0A2T3W9E6_9DEIO	shor
short_A0A2S5KPH2_9PROT	shor
short_E8UB77_DEIML	shor
short_A0A2S5KMR1_9PROT	shor
short_A0A2S5KL24_9PROT	shor
short_K2J488_9GAMM	shor
short_A0A1H3Z2U2_ALKAM	shor
short_A0A1A8TLH2_9GAMM	shor
short_A0A0D8D286_9GAMM	shor
short_Q87HE0_VIBPA	shor
short_A0A0M2VNM4_9GAMM	shor
short_A0A1E7Q6C4_9GAMM	shor
short_I1DYB7_9GAMM	shor
short_A0A0F4PT70_9GAMM	shor
short_Q080W2_SHEFN	shor
short_A0A0Q0J2K8_9GAMM	shor
short_Q6LUC8_PHOPR	shor
short_U4K8C8_9VIBR	shor
short_A0A2S5KQL7_9PROT	shor
short_A0A368NSB9_9GAMM	shor
short_U4KAQ2_9VIBR	shor
short_A0A1Q9G6P4_9GAMM	shor
short_A0A3B0M8U5_9RHOB	shor
short_A0A1I3Q7E0_9SPHI	shor
short_A0A2T7QF45_9BACT	shor
short_A9BRI4_DELAS	shor
long_notm_Massiliasp_SOD_A0A430HNW0_9BURK	long
long_notm_Pseudomonassp_DMKU_BBB3-04_A0A553GT80_9PSED	long
long_notm_Pseudomonassp_DMKU_BBB3-04_A0A553GU87_9PSED	long
short_A0A345NKD8_9MICO	shor
short_A0A495WIS8_9MICO	shor
short_A0A2Y9AFN9_9MICO	shor
short_A0A1I4BH82_9ACTN	shor
short_F5XHL3_MICPN	shor
short_A0A0Q4H546_9MICO	shor
short_A0A3N2DCV2_9MICO	shor
short_D5UGP6_CELFN	shor
short_F4H5K9_CELFA	shor
short_A0A401UV21_9CELL	shor
short_A0A402DW20_9CELL	shor
short_A0A1H9T7W2_9PSEU	shor
short_A0A1G6TYG3_9PSEU	shor
short_A0A1I4U479_9PSEU	shor
short_A0A1H2ZQA2_9PSEU	shor
short_A0A2S6GT75_9PSEU	shor
short_C6WRM5_ACTMD	shor
short_A0A1Q8CTB7_9PSEU	shor
short_A0A1Q8C5Y5_9PSEU	shor
short_A0A0T6LWU7_9ACTN	shor
short_A0A3N2P660_9ACTN	shor
short_A0A1Q4W9R8_9ACTN	shor
short_A0A285QC87_9ACTN	shor
short_A0A1E7MYB2_KITAU	shor
short_G2NAX4_STREK	shor
short_A0A1Q5E0T2_9ACTN	shor
short_A0A384IBV9_9ACTN	shor
short_A0A1Z2LDC4_9ACTN	shor
short_A0A1C4Q9E1_9ACTN	shor
short_A0A1Q5H2I3_9ACTN	shor
short_A0A2V2PU57_9ACTN	shor
short_A0A1C5EZP8_9ACTN	shor
short_A0A1B9EYX6_9ACTN	shor
short_F8JLM4_STREN	shor
short_A0A1H9DDS6_9ACTN	shor
short_A0A089X6Z1_STRGA	shor
short_A0A2U2ZGR8_9ACTN	shor
short_A0A0C5GMT7_9ACTN	shor
short_A0A1Q5N9X1_9ACTN	shor
short_A0A1K2FW68_9ACTN	shor
short_A0A1J4PWS8_9ACTN	shor
short_A0A0M9X7S8_9ACTN	shor
short_A0A0M8YNS5_9ACTN	shor
short_A0A0H4C0I3_9ACTN	shor
short_A0A1E5PSC5_9ACTN	shor
short_A0A0F0HBX6_9ACTN	shor
short_F2RAQ7_STRVP	shor
short_A0A0L0KCC8_9ACTN	shor
short_S5UM51_STRC3	shor
short_A0A176L8B9_9ACTN	shor
short_A0A1C4I7H6_9ACTN	shor
short_A0A0C1F4N9_9FLAO	shor
short_A0A0A0DTU1_9BURK	shor
short_A0A0Q8LN20_9MICO	shor
short_A0A417XSZ2_9ACTN	shor
short_A0A0A2EF05_9PORP	shor
short_Q479Z4_DECAR	shor
short_A0A2P7TH64_9SPHI	shor
short_B9M7I1_GEODF	shor
short_A0A364Y5F8_9BACT	shor
short_A0A251WLE6_9CYAN	shor
short_A0A371QIW9_9BACT	shor
short_A0A419VYP4_9BACT	shor
short_Q21LX4_SACD2	shor
short_A0A369WSM0_9GAMM	shor
short_A0A1I0VFT8_9BACT	shor
short_A0A0D8CR69_9GAMM	shor
short_A0A1M6M0M5_MALRU	shor
short_A0A1I6JNV9_9BURK	shor
short_A0A1E8CSJ0_9MICO	shor
short_A0A1T3NNH1_9ACTN	shor
short_A0A239C2S9_9ACTN	shor
short_A0A0Q6VDS7_9ACTN	shor
short_A0A0Q8DBH1_9ACTN	shor
short_A0A438LZJ0_9ACTN	shor
short_A0A1B6AS34_9ACTN	shor
short_A0A0F0GFZ3_NOCAE	shor
short_A0A1H9KNY7_9PSEU	shor
short_A0A132PLD7_9MYCO	shor
short_X5LGN6_9MYCO	shor
short_A0A100W3N4_9MYCO	shor
short_A0A2W2CGR0_9ACTN	shor
short_A0A1H3R716_9ACTN	shor
short_A0A3E2YIP9_9ACTN	shor
short_A0A0M2REL5_9ACTN	shor
short_A0A1Q4YD64_9PSEU	shor
short_K0K899_SACES	shor
short_C6WA13_ACTMD	shor
short_A0A1V2QLM4_9PSEU	shor
short_G0FVU0_AMYMS	shor
short_R4T086_9PSEU	shor
short_A0A1H0T8L7_9ACTN	shor
short_K6WDU9_9ACTN	shor
short_A0A2D3UKV2_STRC0	shor
short_C8XH90_NAKMY	shor
short_A0A0F2TFK2_STRR3	shor
short_A0A372IWX5_9ACTN	shor
short_A0A1M5UEW2_9ACTN	shor
short_A0A2I0SEY0_9ACTN	shor
short_A0A1C4T9X1_9ACTN	shor
short_A0A1C5CG69_9ACTN	shor
short_A0A1Q5GPN3_9ACTN	shor
short_A0A2T7SNK8_9ACTN	shor
short_A0A345HJ54_9ACTN	shor
short_A0A1C5DEX0_9ACTN	shor
short_A0A1Q4YDK4_9ACTN	shor
short_A0A1Q5E9W2_9ACTN	shor
short_A0A160P800_STRLU	shor
short_V6KLY7_STRNV	shor
short_A0A0X3SY04_9ACTN	shor
short_A0A3A9YEY3_9ACTN	shor
short_V6KZU0_9ACTN	shor
short_A0A3M0ISK2_9ACTN	shor
short_A0A0B5DRA3_9ACTN	shor
short_D7C063_STRBB	shor
short_A0A1P8Y645_9ACTN	shor
short_A0A0S2G6N1_9GAMM	shor
short_A0A2V3UHR3_9RHIZ	shor
short_A0A142Y2N1_9PLAN	shor
short_A0A370DIM0_9GAMM	shor
short_A0A1H7VJY1_9DELT	shor
short_A0A2U2DRF3_9RHIZ	shor
short_G7Z4J5_AZOL4	shor
short_D2QZJ8_PIRSD	shor
short_A0A1R1M218_9GAMM	shor
short_A0A2A2W952_9PLAN	shor
short_A0A2K8UJG2_9GAMM	shor
short_A0A437P3T1_9RHIZ	shor
short_A0A1M7ZQH4_9RHIZ	shor
short_D0LMM8_HALO1	shor
short_H5WM80_9BURK	shor
short_A0A0K8P6M4_IDESA	shor
short_A0A090T3A5_9VIBR	shor
long_notm_Tahibacteraquaticus_A0A4R6Z6U7_9GAMM	long
long_notm_XanthomonadaceaebacteriumSCN69-320_A0A1E4K0A8_9GAMM	long
long_notm_Xanthomonadalesbacterium69-70_A0A1Q4FV57_9GAMM	long
short_W0EWJ1_9BACT	shor
short_A6G5Z7_9DELT	shor
short_A0A316AIE1_9BACT	shor
long_3reg_Polyangiumfumosum_A0A4U1JB68_9DELT	long
long_2reg_Chondromycescrocatus_A0A0K1ECF3_CHOCO	long
short_A0A0N0D6F3_9DELT	shor
long_1reg_Pseudomonassynxantha_Q9AEW4_9PSED	long
short_Q88JN9_PSEPK	shor
short_B2JW57_PARP8	shor
short_A0A2S4D6W4_9BACT	shor
short_Q3JA13_NITOC	shor
short_A0A1E5QLE8_9CYAN	shor
short_A0A2A2TNN4_9CYAN	shor
short_A0A1Q4RQV0_9CYAN	shor
short_M0CA88_9EURY	shor
short_A0A2Z2HPS0_9EURY	shor
short_E4NVW1_HALBP	shor
short_A0A0A6VPU8_9MICC	shor
short_A0A3N4ZU21_9MICO	shor
short_V4XUS8_9ARCH	shor
short_A0A3N6M0D8_9EURY	shor
short_A0A2P7S3K9_9RHIZ	shor
short_A0A177PMJ5_9RHIZ	shor
short_A0A0K2DAH9_9RHIZ	shor
short_A0A1B3NH05_9BRAD	shor
short_A0A0Q9ILE7_9BRAD	shor
short_A0A126P1K3_9BRAD	shor
short_A0A0Q3LYP1_9BRAD	shor
short_A0A370L7B8_9BRAD	shor
short_A0A1I3E417_9BRAD	shor
short_A0A367Q0X5_9NOSO	shor
short_K9WP58_9CYAN	shor
short_B4W1F6_9CYAN	shor
short_A0A0A6P559_9GAMM	shor
short_A0A261KJN8_9CYAN	shor
short_E0UC31_CYAP2	shor
short_A0A1Z4UHX8_9CYAN	shor
short_B2IW78_NOSP7	shor
short_A0A1Z4JTR9_9CYAN	shor
short_A0A252EA43_9NOSO	shor
short_Q1H2I0_METFK	shor
long_2reg_Sphingomonassp_Leaf242_A0A0Q4QVZ6_9SPHN	long
long_1reg_Salmonellaentericasubsp_entericaserovarInfantisstr_SARB27_G4C0Z0_SALIN	long
long_1reg_Escherichiacoli_A0A3Z0VR07_ECOLX	long
long_1reg_Escherichiacoli_A0A3Y5VQQ7_ECOLX	long
long_1reg_Shigellasonnei_A0A3Y1CT18_SHISO	long
long_1reg_EscherichiacoliH420_A0A1X3L6D2_ECOLX	long
long_1reg_Escherichiacoli_A0A3S7B0S6_ECOLX	long
long_1reg_Escherichiacoli_A0A4D2RBU3_ECOLX	long
long_1reg_Escherichiacoli_A0A2X3KDC1_ECOLX	long
long_1reg_Escherichiacoli_A0A3T5UD40_ECOLX	long
long_1reg_Escherichiacoli_A0A376UE02_ECOLX	long
long_1reg_Escherichiacoli_A0A3Y0QXP7_ECOLX	long
short_A0A1X7LM08_9BURK	shor
short_A0A1H7FK90_9BURK	shor
short_C5ALD8_BURGB	shor
short_A0A2V1HCF5_9GAMM	shor
short_A0A085JAH0_9GAMM	shor
long_1reg_Cronobactersakazakii701_K8CHA2_CROSK	long
long_1reg_Citrobactersp_MGH105_A0A0J1LRQ1_9ENTR	long
long_1reg_Pseudomonassp_FW305-BF6_A0A2N8GTX6_9PSED	long
short_A0A2I0FR61_9GAMM	shor
short_A0A0M2KCW0_9GAMM	shor
short_A0A014MEY0_9GAMM	shor
short_A0A1I5AS88_9ENTR	shor
short_A0A1C4GM19_9ENTR	shor
short_A0A0J8YCL9_9GAMM	shor
short_A0A2P8VMF0_9ENTR	shor
short_A0A370Q4L5_9ENTR	shor
short_A0A427K7W2_9GAMM	shor
long_1reg_Massiliaviolaceinigra_A0A2D2DP45_9BURK	long
long_1reg_Acetobacteraceti_A0A1U9KCW0_ACEAC	long
long_1reg_Swingsiasamuiensis_A0A4Y6UHZ5_9PROT	long
long_2reg_ChondromycesapiculatusDSM436_A0A017T625_9DELT	long
long_1reg_Sorangiumcellulosum_Polyangiumcellulosum_A0A4P2Q8Z6_SORCE	long
long_1reg_Burkholderiaoklahomensis_A0A381BQ62_9BURK	long
long_1reg_Burkholderiacepacia_Pseudomonascepacia_A0A0J5WSD5_BURCE	long
long_1reg_Paraburkholderiamegapolitana_A0A1I3UF06_9BURK	long
long_1reg_Neoasaiachiangmaiensis_A0A1U9KLX9_9PROT	long
long_1reg_AcetobacternitrogenifigensDSM23921=LMG23498_A0A511X5I3_9PROT	long
long_1reg_Exiguobacteriumsp_S17_S3FJD4_9BACL	long
long_1reg_Sphingomonassp_PP-CC-3G-468_A0A4R1U1Y9_9SPHN	long
long_1reg_Sphingomonassp_Leaf230_A0A0Q4IRZ6_9SPHN	long
long_1reg_Oceanicolalitoreus_A0A1N6ICV9_9RHOB	long
long_2reg_Caulobactersp_Root342_A0A0Q6TT61_9CAUL	long
long_2reg_Caulobactersp_Root343_A0A0Q6V2U3_9CAUL	long
long_2reg_Sphingomonassp__A0A520FPM8_SPHSX	long
long_2reg_Oxalobacteraceaebacterium_A0A4Q3M1Q1_9BURK	long
long_2reg_Exiguobacteriumsp_S17_S3FL32_9BACL	long
long_2reg_Sphingomonassp_Leaf16_A0A0Q4FFK1_9SPHN	long
long_2reg_Sphingomonassp_Leaf29_A0A0Q4JYP3_9SPHN	long
long_2reg_Sphingomonassp_Leaf32_A0A0Q4KC36_9SPHN	long
long_2reg_CandidatusMagnetomorumsp_HK-1_A0A0N0D347_9DELT	long
long_2reg_Herbaspirillumsp_K1R23-30_A0A3A3FXR3_9BURK	long
long_2reg_Herbaspirillumsp_K1R23-30_A0A3A3FS39_9BURK	long
long_2reg_Herbaspirillumsp_K1R23-30_A0A3A3FL93_9BURK	long
long_2reg_Janthinobacteriumsp_CG23_2_A0A0S4K7Z2_9BURK	long
long_2reg_Janthinobacteriumsp_CG23_2_A0A0S4NT69_9BURK	long
long_2reg_Janthinobacteriumsp_CG23_2_A0A0S4K5F6_9BURK	long
long_2reg_Massiliaviolaceinigra_A0A2D2DGA4_9BURK	long
long_2reg_Methylocaldummarinum_A0A250KTD5_9GAMM	long
long_2reg_Duganellasp_Root198D2_A0A0Q8RU04_9BURK	long
long_2reg_Duganellasp_CF458_A0A1I2SII8_9BURK	long
long_2reg_Collimonasarenae_A0A0A1FHB4_9BURK	long
long_2reg_Collimonaspratensis_A0A127Q3U8_9BURK	long
long_2reg_Massiliaplicata_A0A4P7BA91_9BURK	long
long_2reg_Massiliasp_Root1485_A0A0Q7XWD3_9BURK	long
long_1reg_Massiliasp_JS1662_A0A098U7E6_9BURK	long
long_2reg_Massiliaphosphatilytica_A0A2S8H0I5_9BURK	long
long_2reg_Massiliasp_PDC64_A0A1G6RV81_9BURK	long
long_2reg_Massiliaarmeniaca_A0A2R4CC69_9BURK	long
long_1reg_AcidomonasmethanolicaNBRC104435_A0A023D7D7_ACIMT	long
long_2reg_Paraburkholderiaphenazinium_A0A1G7VRN6_9BURK	long
long_2reg_Paraburkholderiamegapolitana_A0A1I3VM54_9BURK	long
long_2reg_Trinickiacaryophylli_Paraburkholderiacaryophylli_A0A1X7F900_TRICW	long
long_2reg_Burkholderiasp__strainCCGE1003_E1TGL3_BURSG	long
long_2reg_bacteriumM00_F_Ca_ET_191_01_1_1_A0A4S0ILF9_9BACT	long
long_2reg_Ralstoniasolanacearum_Pseudomonassolanacearum_A0A399W0W1_RALSL	long
long_2reg_Ralstoniasolanacearum_Pseudomonassolanacearum_A0A0S4WXZ7_RALSL	long
long_2reg_blooddiseasebacteriumA2-HRMARDI_A0A1U9VJ00_9RALS	long
long_2reg_blooddiseasebacteriumR229_G2ZNM3_9RALS	long
long_2reg_RalstoniasolanacearumFQY_4_M4UIB1_RALSL	long
long_2reg_Ralstoniasolanacearum_Pseudomonassolanacearum_A0A0S4WJL6_RALSL	long
long_2reg_Ralstoniasolanacearum_strainGMI1000_Pseudomonassolanacearum_Q8XTX0_RALSO	long
long_2reg_Mixtatheicola_A0A2K1QA20_9GAMM	long
long_2reg_Mixtagaviniae_A0A2L0IB46_9GAMM	long
long_2reg_PseudescherichiavulnerisNBRC102420_A0A090VQ03_PSEVU	long
long_2reg_Mangrovibactersp_MFB070_A0A071LR25_9ENTR	long
long_2reg_Erwiniatypographi_A0A0A3ZRM4_9GAMM	long
long_3reg_Pantoeaeucalypti_A0A506PUU5_9GAMM	long
long_3reg_Pantoeadispersa_A0A518XJ76_9GAMM	long
long_2reg_Pantoeaananatis_strainLMG20103_D4GKQ2_PANAM	long
long_2reg_Pantoeaanthophila_A0A506P5P9_9GAMM	long
long_2reg_Mixtagaviniae_A0A1X1DEN4_9GAMM	long
long_2reg_Pantoeaeucalypti_A0A506PDP8_9GAMM	long
long_2reg_Pantoeasp_aB_E0M505_9GAMM	long
long_2reg_Pantoeasp_aB_E0M511_9GAMM	long
long_2reg_Pantoeaallii_A0A2V2BEC3_9GAMM	long
